#       time         integral Re         integral Im         integral Re         integral Im
#       r =            32.000000           32.000000           50.000000           50.000000
  68.5000000   -1.5949751639e-05    1.0549548109e-20    2.1061360162e-04   -3.2903662784e-19
  68.7500000   -4.9585280790e-05    1.2304421472e-20    4.5573915957e-04   -3.8077453919e-19
  69.0000000   -7.0226871176e-05    9.4902221652e-21    6.0133329056e-04   -4.0423976293e-19
  69.2500000   -6.9096881830e-05    2.0391181478e-21    6.1307530379e-04   -3.5254966812e-19
  69.5000000   -4.4042818135e-05   -6.2730518067e-21    4.9721661407e-04   -2.8020649748e-19
  69.7500000   -5.5414418234e-07   -1.5876255211e-20    2.9689124646e-04   -1.6322902692e-19
  70.0000000    4.9681545577e-05   -2.3448350549e-20    7.6144695906e-05   -3.6940083161e-20
  70.2500000    9.2238776760e-05   -1.9291318838e-20   -1.0258535363e-04    9.4034098830e-20
  70.5000000    1.1429241714e-04   -1.1354020028e-20   -1.9898684248e-04    2.0198863763e-19
  70.7500000    1.0843709031e-04    3.9995891100e-21   -2.0567894487e-04    2.9533100829e-19
  71.0000000    7.4835380703e-05    2.1424971451e-20   -1.4586188227e-04    3.3964870887e-19
  71.2500000    2.1142583231e-05    3.6327764329e-20   -6.0015308498e-05    3.0980475615e-19
  71.5000000   -3.9643461540e-05    4.0496053451e-20    1.1846099717e-05    2.1634717636e-19
  71.7500000   -9.2690513222e-05    3.5414623171e-20    4.4805989168e-05    5.7781150726e-20
  72.0000000   -1.2517900449e-04    1.9103232386e-20    3.5350948875e-05   -9.6522309812e-20
  72.2500000   -1.2946385744e-04   -6.3126110732e-21   -1.6899931308e-06   -2.2997752312e-19
  72.5000000   -1.0478005837e-04   -2.6968605054e-20   -4.2722340169e-05   -2.9709349753e-19
  72.7500000   -5.7151370763e-05   -4.7075385035e-20   -6.6614410123e-05   -2.9094744218e-19
  73.0000000    2.3465209895e-06   -5.4135862702e-20   -6.2981079752e-05   -1.9827888929e-19
  73.2500000    6.0402299324e-05   -4.9517370838e-20   -3.4873370842e-05   -7.0196989549e-20
  73.5000000    1.0458371279e-04   -3.1370036325e-20    4.2259207653e-06    6.1772794783e-20
  73.7500000    1.2600510769e-04   -6.6819100582e-21    3.7054032595e-05    1.7068274173e-19
  74.0000000    1.2103246284e-04    2.2129020090e-20    4.9735500921e-05    2.0932355185e-19
  74.2500000    9.1805540756e-05    4.6333268317e-20    3.6554538642e-05    1.8577528915e-19
  74.5000000    4.5595075498e-05    5.6032646008e-20    7.7917311116e-07    1.1323475738e-19
  74.7500000   -6.8416870042e-06    5.3954083300e-20   -4.8108713526e-05    1.4585964527e-20
  75.0000000   -5.3638208863e-05    3.5202906940e-20   -9.8830511376e-05   -6.9779877263e-20
  75.2500000   -8.4525243504e-05    6.8049240938e-21   -1.4193950848e-04   -1.2981414519e-19
  75.5000000   -9.3301972550e-05   -2.3004383974e-20   -1.7109134401e-04   -1.4878926778e-19
  75.7500000   -7.9415704148e-05   -3.9416500357e-20   -1.8209886004e-04   -1.2684494161e-19
  76.0000000   -4.8101699251e-05   -4.4229192257e-20   -1.7142483749e-04   -8.0946731522e-20
  76.2500000   -8.8951066670e-06   -3.2432175005e-20   -1.3609726694e-04   -1.3454906919e-20
  76.5000000    2.7148106644e-05   -9.4311385281e-21   -7.5902960410e-05    4.3164938773e-20
  76.7500000    5.0702202052e-05    1.9390548200e-20    3.2081698673e-06    8.3901524067e-20
  77.0000000    5.6859086504e-05    3.6555825455e-20    8.7031680264e-05    8.6874798930e-20
  77.2500000    4.6381268686e-05    3.8991432919e-20    1.5476256901e-04    7.0469765281e-20
  77.5000000    2.5137571076e-05    2.1672855832e-20    1.8501465636e-04    3.3306660009e-20
  77.7500000    1.9511374992e-06   -5.7962613473e-21    1.6422262191e-04   -1.3364427577e-20
  78.0000000   -1.4408732450e-05   -3.7089234166e-20    9.3587527075e-05   -5.0109231491e-20
  78.2500000   -1.8125284845e-05   -5.8117916633e-20   -9.1624678837e-06   -7.0369909071e-20
  78.5000000   -8.2253318588e-06   -5.5405694802e-20   -1.1471741895e-04   -7.1922759725e-20
  78.7500000    1.1124599776e-05   -3.5223935422e-20   -1.9214906907e-04   -5.1607953514e-20
  79.0000000    3.2039822072e-05    1.5525146122e-21   -2.1971066828e-04   -2.2184980797e-20
  79.2500000    4.5658163445e-05    4.0708659871e-20   -1.9186778301e-04    7.8636441920e-22
  79.5000000    4.5341342876e-05    7.1246264925e-20   -1.1981287609e-04    1.8387837276e-20
  79.7500000    2.9234731562e-05    7.7113266370e-20   -2.5818612996e-05    1.9689974657e-20
  80.0000000    1.2031148397e-06    6.0049538460e-20    6.5529169598e-05    1.1286853609e-20
  80.2500000   -3.0312313958e-05    2.4219589842e-20    1.3522932773e-04   -3.5021566978e-22
  80.5000000   -5.5180894676e-05   -2.3711804343e-20    1.7396829196e-04   -7.3547019331e-21
  80.7500000   -6.5149004125e-05   -6.1961230404e-20    1.8175486022e-04   -8.0950479684e-21
  81.0000000   -5.6707729155e-05   -8.4692851570e-20    1.6453258316e-04    1.4113194053e-20
  81.2500000   -3.2169873113e-05   -8.1459350857e-20    1.3016761442e-04    3.0777477738e-20
  81.5000000    1.3659882916e-06   -5.3947375382e-20    8.5765576300e-05    5.6894329099e-20
  81.7500000    3.4609965348e-05   -1.3343405557e-20    3.6981671902e-05    7.6145284108e-20
  82.0000000    5.9120650064e-05    2.9521714170e-20   -1.1269458899e-05    7.3535412953e-20
  82.2500000    6.9667360789e-05    5.9915166847e-20   -5.3868500714e-05    4.7204741866e-20
  82.5000000    6.5251977001e-05    6.9102280632e-20   -8.5239848759e-05    8.3456255329e-21
  82.7500000    4.8751106918e-05    5.8597629690e-20   -1.0004782914e-04   -3.8750321080e-20
  83.0000000    2.5604247486e-05    3.2343589131e-20   -9.4493879019e-05   -8.5429300809e-20
  83.2500000    2.1258052131e-06    6.3950884120e-21   -6.7647176572e-05   -1.1352301690e-19
  83.5000000   -1.6084184155e-05   -1.6396567972e-20   -2.2364828372e-05   -1.2107421946e-19
  83.7500000   -2.5345167394e-05   -2.0882898347e-20    3.4432586874e-05   -8.9681422748e-20
  84.0000000   -2.4572581836e-05   -1.4067136895e-20    9.2273088319e-05   -3.3428165086e-20
  84.2500000   -1.5353587388e-05    3.3827551150e-21    1.3858782309e-04    2.7922864519e-20
  84.5000000   -1.4159199004e-06    2.0839212871e-20    1.6117615701e-04    8.0880770330e-20
  84.7500000    1.2404658267e-05    2.9708941332e-20    1.5139578299e-04    1.1775431594e-19
  85.0000000    2.1458160994e-05    2.4214833553e-20    1.0724989277e-04    1.1805703941e-19
  85.2500000    2.2512804062e-05    3.7878151212e-21    3.5143395005e-05    1.0029205621e-19
  85.5000000    1.4626353793e-05   -2.1326784143e-20   -5.0794050724e-05    6.2982824309e-20
  85.7500000   -5.3342979077e-07   -4.6074528806e-20   -1.3213424185e-04    3.0268787511e-20
  86.0000000   -1.8979740208e-05   -5.9070466807e-20   -1.9146746667e-04   -1.7332535760e-21
  86.2500000   -3.5269964142e-05   -5.8269109739e-20   -2.1776822105e-04   -1.2658861902e-20
  86.5000000   -4.3822404355e-05   -4.2679928206e-20   -2.0972213578e-04   -6.6910381255e-21
  86.7500000   -4.0465017697e-05   -2.3306976981e-20   -1.7562431678e-04   -3.5518489268e-21
  87.0000000   -2.3860477108e-05    2.4561835820e-21   -1.2983068210e-04    4.1636931810e-22
  87.2500000    3.6479288515e-06    2.0471918829e-20   -8.7178836946e-05    3.9561722253e-21
  87.5000000    3.6181884019e-05    3.0676031791e-20   -5.7647818622e-05   -1.1369804315e-20
  87.7500000    6.5626989389e-05    3.1501600047e-20   -4.3411960532e-05   -2.1683764276e-20
  88.0000000    8.3841909776e-05    2.5297309245e-20   -3.9408679364e-05   -2.8420116390e-20
  88.2500000    8.5141228408e-05    1.6544180938e-20   -3.7024334316e-05   -2.9396809898e-20
  88.5000000    6.8227187339e-05    1.1418763067e-20   -2.9147818946e-05   -3.1443487378e-20
  88.7500000    3.6871198625e-05    5.6947572389e-21   -1.4229970606e-05   -3.1702756801e-20
  89.0000000   -9.5167797039e-07   -1.2213838732e-22    2.6019237542e-06   -1.8368424381e-20
  89.2500000   -3.5253290910e-05    1.0708757758e-22    1.2025519808e-05   -2.3978156500e-20
  89.5000000   -5.6887515336e-05   -1.3542982267e-21    5.5873538395e-06   -2.5228491695e-20
  89.7500000   -6.0196976797e-05   -4.7697819059e-21   -1.8982486705e-05   -3.8009621231e-20
  90.0000000   -4.4643581193e-05   -7.1193932826e-21   -5.4866831631e-05   -4.1388550636e-20
  90.2500000   -1.4923052932e-05   -5.9398062642e-21   -8.7437760512e-05   -5.0020723165e-20
  90.5000000    2.0477879278e-05   -2.7605343486e-21   -9.9656540352e-05   -3.8473979747e-20
  90.7500000    5.1840942895e-05    4.4196046063e-21   -7.9553187025e-05   -3.5216284001e-20
  91.0000000    7.1089676089e-05    9.2400856560e-21   -2.6516614367e-05   -1.5744659177e-20
  91.2500000    7.4060192495e-05    1.3855152476e-20    4.6678500986e-05   -1.1014426844e-22
  91.5000000    6.1449634650e-05    1.7772970662e-20    1.1752675731e-04    1.4479143926e-20
  91.7500000    3.8179984962e-05    1.6160078328e-20    1.6208321508e-04    2.6801351396e-20
  92.0000000    1.1470536592e-05    1.2055320554e-20    1.6466837771e-04    2.4131876385e-20
  92.2500000   -1.1648282087e-05    2.9041018837e-21    1.2490281614e-04    2.1439009288e-20
  92.5000000   -2.6494058967e-05   -5.6416690456e-21    5.8904296376e-05    1.6431102763e-20
  92.7500000   -3.1859998505e-05   -1.1037019215e-20   -6.1664944777e-06    1.9093835929e-20
  93.0000000   -2.9830682130e-05   -1.6440240524e-20   -4.2249243360e-05    1.6610588031e-20
  93.2500000   -2.4491549736e-05   -1.2753250964e-20   -3.1271227951e-05    1.5810911174e-20
  93.5000000   -2.0101266103e-05   -8.3953323022e-21    2.7506751874e-05    1.6003023871e-20
  93.7500000   -1.9421747302e-05   -3.5893305483e-21    1.1656059100e-04    1.2726380519e-20
  94.0000000   -2.2774019606e-05   -2.2440634537e-21    2.0594354483e-04    1.2252632210e-20
  94.2500000   -2.8083243155e-05   -6.4540767294e-22    2.6368340891e-04    1.8956307459e-20
  94.5000000   -3.1814705466e-05   -6.8593952296e-22    2.6690901914e-04    3.4122828780e-20
  94.7500000   -3.0408444047e-05    4.3626022494e-22    2.0976037074e-04    4.3225072541e-20
  95.0000000   -2.1681620808e-05   -5.5741633528e-22    1.0543515153e-04    5.1927400326e-20
  95.2500000   -5.7159170045e-06    1.6665104404e-21   -1.8134688176e-05    5.8529723331e-20
  95.5000000    1.5049802130e-05    2.5416933778e-21   -1.2729977658e-04    5.1990343601e-20
  95.7500000    3.6524135892e-05    2.9056786967e-21   -1.9323355483e-04    3.4038585604e-20
  96.0000000    5.4209850896e-05    4.3421036798e-21   -2.0047508585e-04   -3.4285343921e-21
  96.2500000    6.4575713282e-05    2.5317219740e-21   -1.5080366117e-04   -3.8618503710e-20
  96.5000000    6.6111804636e-05    1.4867925276e-21   -6.1493312383e-05   -8.6095956684e-20
  96.7500000    5.9737643086e-05    1.6957978039e-21    4.1041512988e-05   -1.0324403117e-19
  97.0000000    4.8444382288e-05    2.7806193279e-21    1.2969268486e-04   -1.1179573453e-19
  97.2500000    3.6303210054e-05    8.8190377995e-21    1.8418494578e-04   -9.0928190726e-20
  97.5000000    2.7180953771e-05    1.4952258924e-20    1.9533614639e-04   -4.9511994164e-20
  97.7500000    2.3595299740e-05    1.8044466849e-20    1.6520849865e-04    7.9035039578e-21
  98.0000000    2.6073505162e-05    1.8610193765e-20    1.0396852646e-04    5.9582181414e-20
  98.2500000    3.3176165952e-05    9.1787838178e-21    2.5364645305e-05    1.0206113704e-19
  98.5000000    4.2097541985e-05   -7.3922546404e-21   -5.7167937057e-05    1.1874066541e-19
  98.7500000    4.9566119446e-05   -3.0075627913e-20   -1.3257671023e-04    1.0867602285e-19
  99.0000000    5.2718736997e-05   -5.0771969567e-20   -1.9244665685e-04    6.8852917989e-20
  99.2500000    4.9708536766e-05   -6.5110578414e-20   -2.3040267651e-04    1.0065728230e-20
  99.5000000    3.9963251192e-05   -6.5380820905e-20   -2.4185434334e-04   -4.3882603580e-20
  99.7500000    2.4145420823e-05   -4.8680561326e-20   -2.2475085730e-04   -8.9553028807e-20
 100.0000000    3.9205533840e-06   -2.1343276057e-20   -1.8109303552e-04   -1.1246815482e-19
 100.2500000   -1.8376056226e-05    9.1298153718e-21   -1.1818609311e-04   -1.0020583555e-19
 100.5000000   -4.0124283587e-05    3.7318085314e-20   -4.8456754097e-05   -6.5714265165e-20
 100.7500000   -5.8828729731e-05    4.9952403216e-20    1.2787932588e-05   -1.1268507001e-20
 101.0000000   -7.2515492698e-05    4.6877591934e-20    5.1281647244e-05    3.6201701680e-20
 101.2500000   -8.0058455308e-05    3.0367713142e-20    5.8086870189e-05    8.3881762205e-20
 101.5000000   -8.1372315474e-05    8.3228627179e-21    3.2562474264e-05    1.0605968935e-19
 101.7500000   -7.7425044603e-05   -8.0476724913e-21   -1.7268719556e-05    9.6490540906e-20
 102.0000000   -7.0046529292e-05   -1.4110731898e-20   -7.7204706436e-05    7.0634064030e-20
 102.2500000   -6.1534070741e-05   -9.9137984155e-21   -1.3128718693e-04    2.3295551549e-20
 102.5000000   -5.4088234465e-05    1.2511772387e-20   -1.6648779055e-04   -2.6396528881e-20
 102.7500000   -4.9169938972e-05    3.2788237485e-20   -1.7597278218e-04   -7.6618124457e-20
 103.0000000   -4.6944991709e-05    5.5308216737e-20   -1.5996473387e-04   -1.0275293145e-19
 103.2500000   -4.6032380380e-05    6.2931732982e-20   -1.2426144364e-04   -1.0926365713e-19
 103.5000000   -4.3739383216e-05    5.4374814501e-20   -7.7359694699e-05   -9.2564741719e-20
 103.7500000   -3.6823909208e-05    3.1338912038e-20   -2.7494237188e-05   -5.7158826562e-20
 104.0000000   -2.2611059688e-05    3.1338319118e-21    1.9330065524e-05    2.8258557676e-22
 104.2500000   -1.0829258371e-07   -2.6799036260e-20    5.9862231064e-05    5.6178074699e-20
 104.5000000    2.9293400682e-05   -4.4616778073e-20    9.2919107241e-05    9.6712264084e-20
 104.7500000    6.1833338612e-05   -5.2022603645e-20    1.1817423263e-04    1.1279451312e-19
 105.0000000    9.2168157033e-05   -4.8838885634e-20    1.3519488740e-04    9.3378467722e-20
 105.2500000    1.1471737305e-04   -3.8451335678e-20    1.4325447659e-04    5.0099408721e-20
 105.5000000    1.2515785513e-04   -2.8477863936e-20    1.4200001776e-04   -1.5287538491e-20
 105.7500000    1.2160758352e-04   -1.9571920474e-20    1.3258454146e-04   -8.1533176727e-20
 106.0000000    1.0514025499e-04   -1.2618220192e-20    1.1856273989e-04   -1.2978059268e-19
 106.2500000    7.9479578816e-05   -1.0882173266e-20    1.0584094402e-04   -1.4167056435e-19
 106.5000000    4.9965125225e-05   -9.8518115684e-21    1.0132195488e-04   -1.1413167320e-19
 106.7500000    2.2089797535e-05   -7.2508972286e-21    1.1049359290e-04   -5.4655971899e-20
 107.0000000    2.9627934440e-08    1.5418388124e-21    1.3482463168e-04    2.2817467005e-20
 107.2500000   -1.4411504615e-05    8.2392229642e-21    1.7013823484e-04    9.2468892165e-20
 107.5000000   -2.2137562742e-05    1.9093034598e-20    2.0691497698e-04    1.4031075697e-19
 107.7500000   -2.6279356416e-05    2.4239135215e-20    2.3276073077e-04    1.6070850097e-19
 108.0000000   -3.1040059431e-05    2.4513154949e-20    2.3634887032e-04    1.5002844573e-19
 108.2500000   -4.0216200939e-05    1.9622430190e-20    2.1143624132e-04    1.1394851731e-19
 108.5000000   -5.5851363994e-05    1.1728096305e-20    1.5940537196e-04    5.9609407288e-20
 108.7500000   -7.7450619435e-05   -1.2359855497e-21    8.9295420625e-05    6.1712197340e-21
 109.0000000   -1.0201609892e-04   -1.0693435530e-20    1.5239792504e-05   -4.7272273408e-20
 109.2500000   -1.2490112194e-04   -1.4439200149e-20   -4.7783460155e-05   -8.3825290973e-20
 109.5000000   -1.4120403583e-04   -1.0628663411e-20   -8.8369640472e-05   -1.1124156068e-19
 109.7500000   -1.4723383151e-04   -5.6557505031e-21   -1.0175209933e-04   -1.1126007046e-19
 110.0000000   -1.4155597275e-04    6.4746536550e-21   -9.0567798134e-05   -9.4281477532e-20
 110.2500000   -1.2528587621e-04    1.7828424075e-20   -6.3268729397e-05   -4.5777060440e-20
 110.5000000   -1.0157938341e-04    2.9783465136e-20   -3.0964935968e-05    1.7451669156e-21
 110.7500000   -7.4559774615e-05    3.5029354108e-20   -3.9586117803e-06    4.5993114523e-20
 111.0000000   -4.8100525336e-05    3.6257206792e-20    1.0821529115e-05    8.1101614629e-20
 111.2500000   -2.4885681629e-05    3.1086743121e-20    1.0782307141e-05    7.4619782113e-20
 111.5000000   -6.0103330344e-06    2.1127546707e-20   -2.9622681148e-06    5.9035259932e-20
 111.7500000    8.8544999725e-06    6.8552916383e-21   -2.7185810065e-05    3.8930350801e-21
 112.0000000    2.0916793945e-05   -7.5360418954e-21   -5.8234169161e-05   -5.2105399254e-20
 112.2500000    3.1620953607e-05   -2.1183966241e-20   -9.3096523573e-05   -9.1647618139e-20
 112.5000000    4.2157227646e-05   -3.0238763439e-20   -1.2962145329e-04   -1.0442334838e-19
 112.7500000    5.3244147067e-05   -3.8233780715e-20   -1.6611496633e-04   -8.3779136880e-20
 113.0000000    6.5151583875e-05   -3.6416603849e-20   -2.0080182200e-04   -3.1567202578e-20
 113.2500000    7.7824143050e-05   -3.1803264092e-20   -2.3155624899e-04    2.1642431095e-20
 113.5000000    9.0946068092e-05   -2.2236314463e-20   -2.5602746187e-04    6.7506132242e-20
 113.7500000    1.0386211936e-04   -1.5603101432e-20   -2.7201595117e-04    9.6795331112e-20
 114.0000000    1.1539434268e-04    1.5032715163e-22   -2.7786253092e-04    8.7148931755e-20
 114.2500000    1.2370573213e-04    5.5293534281e-21   -2.7270039632e-04    5.2378084513e-20
 114.5000000    1.2639379896e-04    3.4139424091e-21   -2.5656566356e-04    1.1490637308e-21
 114.7500000    1.2092018079e-04    2.0063136511e-21   -2.3041468903e-04   -3.9193355462e-20
 115.0000000    1.0532269289e-04   -5.9491411266e-21   -1.9603653224e-04   -6.1444449316e-20
 115.2500000    7.8989060886e-05   -1.0119811625e-20   -1.5577466615e-04   -6.4292897454e-20
 115.5000000    4.3185943676e-05   -1.0768592643e-20   -1.1200853395e-04   -3.6687114528e-20
 115.7500000    1.0872635432e-06   -1.6157745420e-21   -6.6513130926e-05    6.8407836658e-22
 116.0000000   -4.2779797214e-05    1.2902505366e-20   -1.9991782396e-05    3.5640214065e-20
 116.2500000   -8.3529167790e-05    2.8329989246e-20    2.7904864307e-05    5.7358215864e-20
 116.5000000   -1.1703491948e-04    3.9971339830e-20    7.7972233988e-05    6.1648653067e-20
 116.7500000   -1.4080987238e-04    5.1207281442e-20    1.3048732920e-04    3.8776365960e-20
 117.0000000   -1.5437074544e-04    4.2603821127e-20    1.8435174576e-04    1.7624116926e-22
 117.2500000   -1.5900720121e-04    3.4764662774e-20    2.3678070400e-04   -3.8620390716e-20
 117.5000000   -1.5708120561e-04    1.4947908754e-20    2.8369703409e-04   -6.7514946886e-20
 117.7500000   -1.5113015860e-04   -3.5671905422e-21    3.2063523597e-04   -8.0000359353e-20
 118.0000000   -1.4308249597e-04   -2.3065491941e-20    3.4374582852e-04   -5.8465746081e-20
 118.2500000   -1.3381665728e-04   -3.4189649464e-20    3.5052237145e-04   -2.6668073535e-20
 118.5000000   -1.2314580859e-04   -3.4398124827e-20    3.4009357934e-04    1.8609857722e-20
 118.7500000   -1.1015629145e-04   -2.5830110494e-20    3.1316711309e-04    5.9851428703e-20
 119.0000000   -9.3725368941e-05   -1.5433141666e-20    2.7183636308e-04    7.8173117380e-20
 119.2500000   -7.3022417590e-05   -5.5250236546e-21    2.1942260388e-04    6.4492584024e-20
 119.5000000   -4.7848199236e-05    5.6971030714e-21    1.6038039096e-04    4.1264008255e-20
 119.7500000   -1.8753181197e-05    8.6726268311e-21    1.0015057742e-04    1.3297186841e-20
 120.0000000    1.3044734151e-05    1.2204998239e-20    4.4784962246e-05   -1.8804490736e-20
 120.2500000    4.5877097139e-05    7.7016718883e-21    2.2339680917e-07   -4.0312401584e-20
 120.5000000    7.7900661205e-05   -2.2984764283e-21   -2.8741736492e-05   -4.4407604775e-20
 120.7500000    1.0736653573e-04   -1.2784706446e-20   -3.9587765745e-05   -3.5506676095e-20
 121.0000000    1.3283044040e-04   -2.4705816945e-20   -3.2903088884e-05   -2.4967593760e-20
 121.2500000    1.5326206379e-04   -3.5167687140e-20   -1.2573293028e-05   -7.6330417469e-21
 121.5000000    1.6802614884e-04   -4.0445099448e-20    1.4890980617e-05   -1.0747661096e-21
 121.7500000    1.7673694114e-04   -4.4271223372e-20    4.1779656420e-05    9.4244306103e-22
 122.0000000    1.7903168962e-04   -4.1567325046e-20    6.0939673838e-05   -1.6923404474e-21
 122.2500000    1.7435276609e-04   -3.1177852541e-20    6.7272277918e-05   -1.2004704209e-20
 122.5000000    1.6184760572e-04   -1.4244463738e-20    5.8468206421e-05   -1.8822934278e-20
 122.7500000    1.4047186534e-04    4.7725736405e-21    3.4798636063e-05   -1.3116085985e-20
 123.0000000    1.0931369737e-04    2.5346830221e-20   -1.8128121220e-06   -8.1283936868e-21
 123.2500000    6.8068324582e-05    4.2971102244e-20   -4.8915230869e-05    4.4116902489e-21
 123.5000000    1.7518762464e-05    5.2026041614e-20   -1.0428973629e-04    1.2567199950e-20
 123.7500000   -4.0146022212e-05    5.2401413591e-20   -1.6600603570e-04    2.2877721942e-20
 124.0000000   -1.0130680318e-04    4.5612768154e-20   -2.3181733688e-04    3.0497315542e-20
 124.2500000   -1.6122864019e-04    3.2546791219e-20   -2.9828378292e-04    3.6411301492e-20
 124.5000000   -2.1465699289e-04    2.3605976923e-20   -3.6017821645e-04    4.3708404513e-20
 124.7500000   -2.5655748536e-04    1.6318774221e-20   -4.1063760032e-04    4.9534340965e-20
 125.0000000   -2.8282839513e-04    6.8465739301e-21   -4.4221754060e-04    5.6832374564e-20
 125.2500000   -2.9083592286e-04    1.0651087760e-20   -4.4861047291e-04    5.3181716328e-20
 125.5000000   -2.7968412925e-04    1.1472891699e-20   -4.2646299331e-04    4.1708798780e-20
 125.7500000   -2.5020891185e-04    1.6281215051e-20   -3.7661670272e-04    1.5467631220e-20
 126.0000000   -2.0475158520e-04    1.8048874171e-20   -3.0426241466e-04   -5.2927926976e-21
 126.2500000   -1.4680348904e-04    1.5334015702e-20   -2.1788805797e-04   -3.6846980106e-20
 126.5000000   -8.0613395714e-05    7.5464721259e-22   -1.2735790857e-04   -5.5942896911e-20
 126.7500000   -1.0822834570e-05   -1.5087334933e-20   -4.1783388815e-05   -6.6230387093e-20
 127.0000000    5.7842871189e-05   -3.3321051659e-20    3.2115580873e-05   -5.7150141166e-20
 127.2500000    1.2083278903e-04   -5.1108569068e-20    9.0720008865e-05   -5.1163266386e-20
 127.5000000    1.7400228344e-04   -5.9607203627e-20    1.3327677894e-04   -2.6877670117e-20
 127.7500000    2.1384772381e-04   -6.1359378960e-20    1.6107239425e-04   -1.3199446243e-20
 128.0000000    2.3776348459e-04   -5.5443900207e-20    1.7650305579e-04   -1.4224281824e-20
 128.2500000    2.4431745164e-04   -4.1456172651e-20    1.8238873145e-04   -2.1413780279e-20
 128.5000000    2.3350646937e-04   -2.5290556090e-20    1.8158727022e-04   -2.7688423439e-20
 128.7500000    2.0691593445e-04   -1.1295022017e-20    1.7672651681e-04   -2.2545828646e-20
 129.0000000    1.6768624317e-04    3.5141217361e-21    1.6984547495e-04   -1.5343243935e-20
 129.2500000    1.2020461150e-04    1.5098631119e-20    1.6192585827e-04    1.2046140788e-21
 129.5000000    6.9505749903e-05    2.4028769614e-20    1.5255038148e-04    2.4428339855e-20
 129.7500000    2.0467596177e-05    2.7396635478e-20    1.4003401752e-04    3.7597846845e-20
 130.0000000   -2.3008964127e-05    3.5405385244e-20    1.2221731075e-04    4.3796589721e-20
 130.2500000   -5.8596015858e-05    3.6468066762e-20    9.7746932731e-05    3.8168724252e-20
 130.5000000   -8.5708987887e-05    4.0775661501e-20    6.7315086407e-05    2.0398790893e-20
 130.7500000   -1.0518221008e-04    4.1223631501e-20    3.4224876595e-05   -3.7411957389e-21
 131.0000000   -1.1856062558e-04    4.3212949176e-20    3.8942127741e-06   -2.7777946353e-20
 131.2500000   -1.2727176740e-04    3.4269627489e-20   -1.7604173410e-05   -4.9983079985e-20
 131.5000000   -1.3199639149e-04    2.6054728805e-20   -2.5406325135e-05   -5.7300384307e-20
 131.7500000   -1.3248000683e-04    2.2389995574e-20   -1.7376293841e-05   -6.0674240768e-20
 132.0000000   -1.2784786336e-04    1.1835248506e-20    5.2881184386e-06   -6.1978252230e-20
 132.2500000   -1.1727739641e-04    4.5720340407e-21    3.8502858262e-05   -3.3303506383e-20
 132.5000000   -1.0073280386e-04   -5.2485126854e-21    7.6497536255e-05   -8.9629026026e-21
 132.7500000   -7.9438158351e-05   -1.5714777277e-20    1.1322928373e-04    9.0271254224e-21
 133.0000000   -5.5867680319e-05   -1.7037968989e-20    1.4351126098e-04    3.6336040981e-20
 133.2500000   -3.3220685482e-05   -2.1065576015e-20    1.6359275257e-04    5.8439796520e-20
 133.5000000   -1.4548653191e-05   -1.9184489754e-20    1.7120566652e-04    6.8976255142e-20
 133.7500000   -1.8374183188e-06   -1.7077712433e-20    1.6528138902e-04    7.1833850734e-20
 134.0000000    4.6287652857e-06   -1.1667589335e-20    1.4559480565e-04    7.0901256292e-20
 134.2500000    6.3877624556e-06   -2.3687092322e-21    1.1253440007e-04    4.9553779709e-20
 134.5000000    6.3459307432e-06    1.1664926848e-21    6.7082961126e-05    4.0758032214e-20
 134.7500000    7.8861427009e-06    1.0428162585e-21    1.0969722024e-05    2.8954449216e-20
 135.0000000    1.3820792465e-05   -3.2681906002e-21   -5.3141395466e-05    2.0029170407e-20
 135.2500000    2.5523511303e-05   -1.2343809486e-20   -1.2159942595e-04    1.1779543061e-20
 135.5000000    4.2510017112e-05   -2.7337000926e-20   -1.8997451967e-04    9.8215677772e-21
 135.7500000    6.2584690138e-05   -5.0112465896e-20   -2.5352764599e-04    3.2858780481e-21
 136.0000000    8.2480400617e-05   -7.1184164987e-20   -3.0779935116e-04   -2.3464529039e-21
 136.2500000    9.8762402649e-05   -7.1742201707e-20   -3.4909771499e-04    5.9140570364e-21
 136.5000000    1.0869708808e-04   -7.6353061538e-20   -3.7471584093e-04   -9.1052681409e-21
 136.7500000    1.1082337564e-04   -6.8318759646e-20   -3.8287287327e-04   -6.1173108226e-21
 137.0000000    1.0508783111e-04   -4.3832940432e-20   -3.7255292602e-04   -1.1163939740e-20
 137.2500000    9.2563070662e-05   -2.3129275321e-20   -3.4348935317e-04   -3.8498278178e-21
 137.5000000    7.4903245613e-05    3.3007866862e-21   -2.9644070995e-04   -1.0935844686e-21
 137.7500000    5.3756920197e-05    2.2150087347e-20   -2.3367548076e-04    5.3551252804e-21
 138.0000000    3.0342922188e-05    4.2867963161e-20   -1.5936464427e-04    8.4480989936e-22
 138.2500000    5.3150617477e-06    5.6131830133e-20   -7.9522341040e-05   -5.4176452713e-21
 138.5000000   -2.1068677129e-05    6.2759304598e-20   -1.2948443088e-06   -1.2919449644e-20
 138.7500000   -4.8560942634e-05    7.3265396644e-20    6.8296886830e-05   -4.5179700329e-20
 139.0000000   -7.6482089158e-05    7.6537238471e-20    1.2377054004e-04   -6.3103153239e-20
 139.2500000   -1.0339800060e-04    7.4433149487e-20    1.6225135150e-04   -8.3088289203e-20
