#       time         integral Re         integral Im         integral Re         integral Im
#       r =            32.000000           32.000000           50.000000           50.000000
   7.2500000   -6.7679095823e-05   -3.1813881660e-15    1.8465974395e-06    2.8821403974e-10
   7.5000000   -6.7220236998e-05   -2.6541089141e-15    1.9614719218e-06    2.2401203802e-10
   7.7500000   -6.6777586554e-05   -6.4209119389e-16    2.0755558161e-06    7.7977350190e-12
   8.0000000   -6.6351685986e-05    7.7923375240e-16    2.1885767032e-06   -3.0097479638e-10
   8.2500000   -6.5943095380e-05    1.5505835211e-15    2.3001997537e-06   -5.7854047461e-10
   8.5000000   -6.5552386669e-05    3.7921827715e-16    2.4101031644e-06   -7.2059772731e-10
   8.7500000   -6.5180141204e-05   -3.9185109225e-16    2.5179822733e-06   -6.9880208325e-10
   9.0000000   -6.4826958161e-05   -1.7865377204e-15    2.6234986370e-06   -5.5709631606e-10
   9.2500000   -6.4493468974e-05    1.2516481482e-15    2.7262583798e-06   -3.6827087692e-10
   9.5000000   -6.4180344051e-05    9.9220029021e-15    2.8258933539e-06   -1.9182841612e-10
   9.7500000   -6.3888284283e-05    8.2489952997e-15    2.9222306841e-06   -5.6266760401e-11
  10.0000000   -6.3618002496e-05   -1.5279726443e-14    3.0154538352e-06    3.6870793134e-11
  10.2500000   -6.3370199571e-05   -4.3746477126e-14    3.1061532173e-06    9.9029559830e-11
  10.5000000   -6.3145540570e-05   -2.5144674715e-14    3.1952348193e-06    1.3990838648e-10
  10.7500000   -6.2944674092e-05    3.6902950547e-14    3.2837371424e-06    1.5832540881e-10
  11.0000000   -6.2768374964e-05    8.6462375578e-14    3.3726411981e-06    1.4439111625e-10
  11.2500000   -6.2617769175e-05    6.3617731135e-14    3.4627343435e-06    9.2229931575e-11
  11.5000000   -6.2494284135e-05   -2.6568546707e-14    3.5545376047e-06    1.2876456083e-11
  11.7500000   -6.2398882794e-05   -9.4052839010e-14    3.6482676301e-06   -6.5604228476e-11
  12.0000000   -6.2330949438e-05   -5.7123991260e-14    3.7437961876e-06   -1.1331552044e-10
  12.2500000   -6.2288602174e-05    4.5343353028e-14    3.8405889585e-06   -1.1743825047e-10
  12.5000000   -6.2272090857e-05    8.0414864699e-14    3.9376386070e-06   -8.9460323572e-11
  12.7500000   -6.2288248406e-05   -2.8672516857e-14    4.0334398979e-06   -5.5419017283e-11
  13.0000000   -6.2349158091e-05   -2.1097315528e-13    4.1260654666e-06   -3.7505072849e-11
  13.2500000   -6.2460055811e-05   -2.6443723112e-13    4.2133711765e-06   -4.0451498577e-11
  13.5000000   -6.2604321434e-05   -7.4672686294e-14    4.2933011690e-06   -5.0792039321e-11
  13.7500000   -6.2746566345e-05    2.4711694534e-13    4.3642137491e-06   -4.7293137776e-11
  14.0000000   -6.2867075743e-05    4.5784622997e-13    4.4251454769e-06   -1.4695909249e-11
  14.2500000   -6.3006201939e-05    4.4898480714e-13    4.4759639723e-06    4.7213895385e-11
  14.5000000   -6.3265286570e-05    3.5937028575e-13    4.5173947425e-06    1.2317255518e-10
  14.7500000   -6.3727540450e-05    3.1739533141e-13    4.5509216232e-06    1.8971208275e-10
  15.0000000   -6.4339043578e-05    1.2482171885e-13    4.5785686964e-06    2.2564420022e-10
  15.2500000   -6.4868982665e-05   -6.8312053391e-13    4.6025936917e-06    2.2056677485e-10
  15.5000000   -6.5054353420e-05   -2.2916550136e-12    4.6251523174e-06    1.7796729612e-10
  15.7500000   -6.4884847396e-05   -4.1234258049e-12    4.6480051214e-06    1.1246349591e-10
  16.0000000   -6.4790075869e-05   -4.9841103356e-12    4.6723205417e-06    4.3390684593e-11
  16.2500000   -6.5456316656e-05   -3.8957375042e-12    4.6985962231e-06   -1.2231659445e-11
  16.5000000   -6.7260757953e-05   -8.4353628928e-13    4.7266944660e-06   -4.4732357129e-11
  16.7500000   -6.9727045093e-05    3.1520449796e-12    4.7559711811e-06   -5.3169216274e-11
  17.0000000   -7.1574107329e-05    6.7059016696e-12    4.7854624375e-06   -4.2903504573e-11
  17.2500000   -7.1550723274e-05    8.9145971453e-12    4.8140791418e-06   -2.0925682976e-11
  17.5000000   -6.9530436807e-05    9.6055761203e-12    4.8407606083e-06    8.1349365934e-12
  17.7500000   -6.6937836539e-05    8.9757943764e-12    4.8645604802e-06    4.2447087979e-11
  18.0000000   -6.5970162881e-05    7.0533940915e-12    4.8846719970e-06    7.9453036838e-11
  18.2500000   -6.8033632432e-05    3.6254463107e-12    4.9004226575e-06    1.1107878436e-10
  18.5000000   -7.2544698766e-05   -1.3522352884e-12    4.9112660693e-06    1.2169993873e-10
  18.7500000   -7.7127662336e-05   -7.2701149118e-12    4.9167781064e-06    9.1734892025e-11
  19.0000000   -7.9298835433e-05   -1.2790002466e-11    4.9166438178e-06    6.0317739708e-12
  19.2500000   -7.8543756833e-05   -1.6363386638e-11    4.9106158155e-06   -1.3664408751e-10
  19.5000000   -7.7082979506e-05   -1.7077409036e-11    4.8984381555e-06   -3.1720420795e-10
  19.7500000   -7.8298511978e-05   -1.5163851453e-11    4.8797516346e-06   -4.9565407874e-10
  20.0000000   -8.3699348534e-05   -1.1802453608e-11    4.8540145870e-06   -6.1717522189e-10
  20.2500000   -9.1005518501e-05   -8.2741761646e-12    4.8204755854e-06   -6.2414180622e-10
  20.5000000   -9.5474069100e-05   -5.0880831587e-12    4.7782193325e-06   -4.7246361472e-10
  20.7500000   -9.3767887782e-05   -1.7860810325e-12    4.7262825860e-06   -1.4896129722e-10
  21.0000000   -8.7008479164e-05    2.3858519323e-12    4.6638148290e-06    3.1519115080e-10
  21.2500000   -8.0021511847e-05    7.5049559872e-12    4.5902474316e-06    8.4089993786e-10
  21.5000000   -7.7337874191e-05    1.2513659723e-11    4.5054355426e-06    1.3117147920e-09
  21.7500000   -7.9917696313e-05    1.5734279166e-11    4.4097430599e-06    1.5982764590e-09
  22.0000000   -8.5658263814e-05    1.6027107158e-11    4.3040472346e-06    1.5911898932e-09
  22.2500000   -9.2648476104e-05    1.3603318173e-11    4.1896443825e-06    1.2330100966e-09
  22.5000000   -1.0110402309e-04    9.8296659809e-12    4.0680515380e-06    5.4010180190e-10
  22.7500000   -1.1171704427e-04    6.1861111934e-12    3.9407320329e-06   -3.9186087711e-10
  23.0000000   -1.2246776870e-04    3.2021486285e-12    3.8088254252e-06   -1.4006081553e-09
  23.2500000   -1.2806525089e-04    1.8861334014e-13    3.6729999079e-06   -2.2857699832e-09
  23.5000000   -1.2354665991e-04   -4.0900580370e-12    3.5335103598e-06   -2.8479765065e-09
  23.7500000   -1.0888631411e-04   -1.0245497495e-11    3.3904035507e-06   -2.9313824926e-09
  24.0000000   -9.0253926470e-05   -1.7496074518e-11    3.2436276902e-06   -2.4612952357e-09
  24.2500000   -7.7100182610e-05   -2.3858828282e-11    3.0927609746e-06   -1.4684842957e-09
  24.5000000   -7.7855633561e-05   -2.7101705687e-11    2.9363607220e-06   -9.3520730482e-11
  24.7500000   -9.6909425732e-05   -2.5903811165e-11    2.7714923075e-06    1.4320172407e-09
  25.0000000   -1.3273670002e-04   -2.0392331357e-11    2.5943280632e-06    2.8257437537e-09
  25.2500000   -1.7659196442e-04   -1.1888137332e-11    2.4021138333e-06    3.8093622983e-09
  25.5000000   -2.1352894914e-04   -2.3431774266e-12    2.1952018089e-06    4.1670741498e-09
  25.7500000   -2.2892952328e-04    6.1829575708e-12    1.9765737632e-06    3.7941042810e-09
  26.0000000   -2.1874727297e-04    1.1936244769e-11    1.7475560481e-06    2.7233887182e-09
  26.2500000   -1.9450553203e-04    1.3841160812e-11    1.5028840242e-06    1.1246343755e-09
  26.5000000   -1.7527045744e-04    1.2026805931e-11    1.2322917384e-06   -7.2257372554e-10
  26.7500000   -1.7075519571e-04    8.0258743788e-12    9.3280373554e-07   -2.4776613884e-09
  27.0000000   -1.7089063758e-04    4.2364436585e-12    6.2353996118e-07   -3.8095647172e-09
  27.2500000   -1.5353391193e-04    2.6984924306e-12    3.4254857620e-07   -4.4815401048e-09
  27.5000000   -1.0555352572e-04    3.9745293609e-12    1.1073057596e-07   -4.4105892847e-09
  27.7500000   -3.9937645382e-05    6.8911921654e-12   -1.2129550869e-07   -3.6372580793e-09
  28.0000000    6.2331446023e-06    9.3555368423e-12   -4.9266736876e-07   -2.2085249779e-09
  28.2500000   -4.7875136144e-06    9.6600108505e-12   -1.1685403503e-06   -1.4523450252e-10
  28.5000000   -7.9587631129e-05    7.4141058911e-12   -2.1985180790e-06    2.2819317234e-09
  28.7500000   -1.7807526820e-04    3.5353102713e-12   -3.3744962354e-06    4.1155913794e-09
  29.0000000   -2.3450788587e-04   -5.8047433027e-13   -4.1904394490e-06    3.9070485305e-09
  29.2500000   -2.0512597825e-04   -4.0375869833e-12   -3.9680130823e-06    1.2980148617e-09
  29.5000000   -1.0299994022e-04   -7.0026845438e-12   -2.1620639477e-06   -9.0198844903e-10
  29.7500000    1.2616978334e-05   -1.0413133522e-11    1.1661207231e-06    2.6853722478e-09
  30.0000000    8.3689148131e-05   -1.5094017596e-11    4.8021087951e-06    1.4031914760e-08
  30.2500000    9.2250556527e-05   -2.0814821435e-11    6.1022207071e-06    2.3453167621e-08
  30.5000000    5.7081524905e-05   -2.5884922160e-11    1.6221543090e-06    9.7866775773e-09
  30.7500000    1.7776791185e-06   -2.7734776737e-11   -1.0863639407e-05   -4.1080484725e-08
  31.0000000   -6.5319906023e-05   -2.4149409071e-11   -2.9470862405e-05   -1.0599409799e-07
  31.2500000   -1.4102590754e-04   -1.4588554842e-11   -4.6442339099e-05   -1.1282901832e-07
  31.5000000   -2.0673506019e-04   -8.2061127139e-13   -5.0080471352e-05    1.8207124420e-08
  31.7500000   -2.2596234954e-04    1.3512521022e-11   -3.1212500653e-05    2.8247434813e-07
  32.0000000   -1.6592005574e-04    2.4271450390e-11    8.6997598975e-06    5.1388901283e-07
  32.2500000   -2.4275915576e-05    2.8570762154e-11    5.3767669066e-05    4.2308692700e-07
  32.5000000    1.6203824237e-04    2.5959630087e-11    7.9222079219e-05   -2.0291776608e-07
  32.7500000    3.3330638143e-04    1.8459936736e-11    6.5461003196e-05   -1.2306430776e-06
  33.0000000    4.3663483962e-04    9.4662133957e-12    1.2491480678e-05   -2.0562829173e-06
  33.2500000    4.4855124210e-04    2.0724939425e-12   -5.5967261370e-05   -1.8275896263e-06
  33.5000000    3.7885033036e-04   -2.1610989180e-12   -1.0387575214e-04   -2.0811836780e-10
  33.7500000    2.5933299686e-04   -3.4584213059e-12   -1.0404826129e-04    3.0763382757e-06
  34.0000000    1.2995405480e-04   -3.1552756019e-12   -5.5318524816e-05    5.9955774092e-06
  34.2500000    3.0669858379e-05   -2.7193253250e-12    1.6283196868e-05    6.8316605186e-06
  34.5000000   -3.5420044158e-06   -3.0122549830e-12    7.2943754456e-05    4.2066879100e-06
  34.7500000    4.8356136028e-05   -4.1626736172e-12    8.5529420766e-05   -1.7116005462e-06
  35.0000000    1.8077753382e-04   -5.9185308093e-12    4.5336555381e-05   -8.9461918961e-06
  35.2500000    3.5514729642e-04   -8.0429062750e-12   -3.7274031109e-05   -1.4439338069e-05
  35.5000000    5.0966022813e-04   -1.0391180230e-11   -1.4010155323e-04   -1.5412655949e-05
  35.7500000    5.8393893450e-04   -1.2728095958e-11   -2.3314940986e-04   -1.0618364301e-05
  36.0000000    5.4583489409e-04   -1.4517645974e-11   -2.7957651345e-04   -8.7575891335e-07
  36.2500000    4.0638415870e-04   -1.4907627259e-11   -2.4255450480e-04    1.1208997988e-05
  36.5000000    2.1682964396e-04   -1.2997520243e-11   -1.0428983964e-04    2.2010232928e-05
  36.7500000    5.0504560472e-05   -8.2817973207e-12    1.1096275797e-04    2.7779593027e-05
  37.0000000   -2.3181525813e-05   -1.0255450158e-12    3.3027571985e-04    2.5593373933e-05
  37.2500000    3.5321307877e-05    7.5532092657e-12    4.5744112847e-04    1.4424421657e-05
  37.5000000    2.1772235559e-04    1.5435128884e-11    4.2323905740e-04   -3.8560402760e-06
  37.7500000    4.6508423421e-04    2.0328662510e-11    2.2955972044e-04   -2.4203518166e-05
  38.0000000    6.8416034354e-04    2.0415559901e-11   -4.6051363657e-05   -3.9563003367e-05
  38.2500000    7.8006411910e-04    1.5180192402e-11   -2.9305254393e-04   -4.3473999237e-05
  38.5000000    6.9441356009e-04    5.8842585632e-12   -4.3032116616e-04   -3.3071177057e-05
  38.7500000    4.3324859716e-04   -4.5947763418e-12   -4.4546462143e-04   -1.0841008392e-05
  39.0000000    7.1065626071e-05   -1.2740567428e-11   -3.8526697951e-04    1.6034070232e-05
  39.2500000   -2.7349415042e-04   -1.5831951276e-11   -3.0808750080e-04    3.8557006921e-05
  39.5000000   -4.8222786030e-04   -1.3102112499e-11   -2.3699641606e-04    4.9521509163e-05
  39.7500000   -4.8428842407e-04   -5.8332323355e-12   -1.4952256473e-04    4.5988625930e-05
  40.0000000   -2.8538436947e-04    3.4622741614e-12   -8.9559568192e-06    2.9644837605e-05
  40.2500000    3.3722575070e-05    1.2199308357e-11    1.9020271920e-04    5.4420761105e-06
  40.5000000    3.4916535154e-04    1.8186970567e-11    3.9882627746e-04   -2.0234194518e-05
  40.7500000    5.4275419391e-04    1.9255361286e-11    5.2964607764e-04   -4.0896777571e-05
  41.0000000    5.4675862992e-04    1.3006556318e-11    5.0343572011e-04   -5.0819274291e-05
  41.2500000    3.6615293512e-04   -2.0842144540e-12    2.9645556649e-04   -4.6169330399e-05
  41.5000000    7.0425990149e-05   -2.4087630334e-11   -3.9333131297e-05   -2.6781371252e-05
  41.7500000   -2.3921044252e-04   -4.5638103240e-11   -3.9588723020e-04    2.2723223141e-06
  42.0000000   -4.7118478284e-04   -5.5346178942e-11   -6.5727875224e-04    3.1015107787e-05
  42.2500000   -5.7540502989e-04   -4.3632562232e-11   -7.4801152204e-04    4.7891071984e-05
  42.5000000   -5.5382870697e-04   -9.9764860635e-12   -6.5601010107e-04    4.5168978989e-05
  42.7500000   -4.4890389487e-04    3.4001215846e-11   -4.2386739793e-04    2.3563186454e-05
  43.0000000   -3.1876688631e-04    6.9222953097e-11   -1.2260716476e-04   -7.0357368354e-06
  43.2500000   -2.1226684043e-04    7.9112279163e-11    1.7194460784e-04   -3.1855339384e-05
  43.5000000   -1.5438667053e-04    5.7913560961e-11    3.9134690370e-04   -3.8642974737e-05
  43.7500000   -1.4570202775e-04    1.2277501928e-11    4.8120566655e-04   -2.4170837343e-05
  44.0000000   -1.7221837852e-04   -4.2332251648e-11    4.1165588891e-04    3.8507136564e-06
  44.2500000   -2.1785764701e-04   -8.5877654773e-11    1.9254734469e-04    3.0631307742e-05
  44.5000000   -2.7248479072e-04   -9.7725039121e-11   -1.1633294304e-04    4.1936032090e-05
  44.7500000   -3.3253868676e-04   -6.3439074024e-11   -4.1290052694e-04    3.1461542479e-05
  45.0000000   -3.9625647840e-04    1.5315625790e-11   -5.8449482103e-04    4.0503777558e-06
  45.2500000   -4.5835432584e-04    1.1319173374e-10   -5.5582937243e-04   -2.6937858955e-05
  45.5000000   -5.0854919253e-04    1.8233056479e-10   -3.3120512281e-04   -4.6641950016e-05
  45.7500000   -5.3520687111e-04    1.6669233558e-10   -5.1053138753e-06   -4.6267234814e-05
  46.0000000   -5.3180323367e-04    3.2846170587e-11    2.7198988497e-04   -2.7155760110e-05
  46.2500000   -5.0196035869e-04   -1.8824355136e-10    3.6093187001e-04    6.3753909528e-07
  46.5000000   -4.5956846903e-04   -3.7702375008e-10    2.0179377568e-04    2.4140475786e-05
  46.7500000   -4.2332619747e-04   -3.6324433347e-10   -1.5339960849e-04    3.4183579255e-05
  47.0000000   -4.0821348511e-04   -4.1066499920e-11   -5.6018094452e-04    2.9406509537e-05
  47.2500000   -4.1817180009e-04    4.9994459186e-10   -8.4175635780e-04    1.5780073542e-05
  47.5000000   -4.4371794841e-04    9.4609878870e-10   -8.5919550774e-04    2.4686770812e-06
  47.7500000   -4.6575558048e-04    9.0834767599e-10   -5.6315222158e-04   -3.4009432231e-06
  48.0000000   -4.6382809332e-04    1.8474205953e-10   -1.3467184390e-05   -3.6141980713e-07
  48.2500000   -4.2501198181e-04   -1.0456972604e-09    6.3366944525e-04    6.9707315206e-06
  48.5000000   -3.4950674449e-04   -2.2519022369e-09    1.1668256722e-03    1.0707309434e-05
  48.7500000   -2.5066039404e-04   -2.7926465498e-09    1.3837932791e-03    4.3962446994e-06
  49.0000000   -1.4974371359e-04   -2.2118284363e-09    1.1668604889e-03   -1.2616638177e-05
  49.2500000   -6.7995934503e-05   -4.2407490236e-10    5.4289345822e-04   -3.3553033513e-05
  49.5000000   -1.9357185582e-05    2.2515971721e-09   -3.0345501187e-04   -4.6731447857e-05
  49.7500000   -6.6361823896e-06    5.1432153418e-09   -1.0821635923e-03   -4.1667994817e-05
  50.0000000   -2.2126210791e-05    7.3027583763e-09   -1.5042222609e-03   -1.5822437661e-05
  50.2500000   -5.1779151741e-05    7.6520066278e-09   -1.3991786579e-03    2.2099754267e-05
  50.5000000   -8.0812956645e-05    5.3095584598e-09   -7.8937417082e-04    5.5103259578e-05
  50.7500000   -9.8464622907e-05    1.1290445748e-10    1.1584180128e-04    6.6383920907e-05
  51.0000000   -1.0037280347e-04   -6.9011568425e-09    1.0042948280e-03    4.8816841292e-05
  51.2500000   -8.8275537412e-05   -1.3481022152e-08    1.5846012948e-03    9.6610562650e-06
  51.5000000   -6.7763361874e-05   -1.6895601896e-08    1.6941022858e-03   -3.2750367572e-05
  51.7500000   -4.5354383041e-05   -1.5224463718e-08    1.3477550136e-03   -5.8631418858e-05
  52.0000000   -2.6082083742e-05   -8.5034234776e-09    7.1498658777e-04   -5.7018326370e-05
  52.2500000   -1.2294093404e-05    1.0574348475e-09    4.2981536659e-05   -3.0791095992e-05
  52.5000000   -3.7478009296e-06    1.0062891424e-08   -4.3727881348e-04    5.9786872272e-06
  52.7500000    1.3873608452e-06    1.5618363477e-08   -5.8647054897e-04    3.6097535234e-05
  53.0000000    5.2237767190e-06    1.6700221521e-08   -3.9186513009e-04    4.7722453122e-05
  53.2500000    9.1043549998e-06    1.4383612661e-08    4.2843566405e-05    3.8822961022e-05
  53.5000000    1.3151776808e-05    1.0857102210e-08    5.4349609825e-04    1.6221961390e-05
  53.7500000    1.6487575311e-05    7.9292968911e-09    9.2972696580e-04   -9.0836934590e-06
  54.0000000    1.7936150240e-05    5.9803137554e-09    1.0769345326e-03   -2.7235303999e-05
  54.2500000    1.6858861632e-05    3.9164187929e-09    9.5661999012e-04   -3.3000035403e-05
  54.5000000    1.3722944428e-05    1.9077284217e-11    6.4182099029e-04   -2.6606202559e-05
  54.7500000    1.0120043153e-05   -6.8674745354e-09    2.7541174398e-04   -1.2462858528e-05
  55.0000000    8.1842883447e-06   -1.6389635551e-08    1.2693741809e-05    3.1807001526e-06
  55.2500000    9.6373064239e-06   -2.6332510076e-08   -3.9450230685e-05    1.4683115946e-05
  55.5000000    1.4888128498e-05   -3.3013377240e-08    1.3759527180e-04    1.8863051887e-05
  55.7500000    2.2634421109e-05   -3.2445865168e-08    4.7098977346e-04    1.5762175155e-05
  56.0000000    3.0214501731e-05   -2.2089279873e-08    8.2953238017e-04    8.1297407338e-06
  56.2500000    3.4619152519e-05   -2.6071549250e-09    1.0772172508e-03   -8.7846053510e-08
  56.5000000    3.3746478456e-05    2.1295457654e-08    1.1240345080e-03   -5.5337399873e-06
  56.7500000    2.7341616492e-05    4.1793312315e-08    9.5435062083e-04   -6.6985407392e-06
  57.0000000    1.7191268447e-05    5.0714272957e-08    6.2484156425e-04   -4.1906488960e-06
  57.2500000    6.4841103883e-06    4.3182504379e-08    2.3727505587e-04   -9.6754435085e-08
  57.5000000   -1.3722620510e-06    2.0433033695e-08   -9.9760294608e-05    3.1138278631e-06
  57.7500000   -3.9631523326e-06   -9.7428475136e-09   -3.0476623814e-04    3.6398401565e-06
  58.0000000   -6.2626268311e-07   -3.5486680327e-08   -3.4256334795e-04    1.0301208403e-06
  58.2500000    7.4740035946e-06   -4.5571960541e-08   -2.2628522400e-04   -3.6416888913e-06
  58.5000000    1.7878042564e-05   -3.4526569974e-08   -6.0568772908e-06   -8.1564926086e-06
  58.7500000    2.7673371047e-05   -5.9334896525e-09    2.4886601252e-04   -1.0044092931e-05
  59.0000000    3.4315505346e-05    2.7942199145e-08    4.6843214825e-04   -7.7549341993e-06
  59.2500000    3.6207982493e-05    5.0721413530e-08    5.9701410517e-04   -1.6121676691e-06
  59.5000000    3.2982157144e-05    4.9226804983e-08    6.0402524948e-04    6.0377510405e-06
  59.7500000    2.5519708382e-05    2.0339908847e-08    4.8914691036e-04    1.1763182299e-05
  60.0000000    1.5765352062e-05   -2.6213763916e-08    2.8122154904e-04    1.2753439406e-05
  60.2500000    6.3293149511e-06   -7.1139441783e-08    3.0209395574e-05    8.4133756657e-06
  60.5000000   -1.3272697664e-07   -9.3786794103e-08   -2.0672631246e-04    8.7792725442e-07
  60.7500000   -1.6950980008e-06   -8.1366342716e-08   -3.8146009387e-04   -5.9881488257e-06
  61.0000000    2.1132846527e-06   -3.4610693616e-08   -4.6818984708e-04   -8.6553960256e-06
  61.2500000    9.9368402081e-06    3.2576611269e-08   -4.6893257815e-04   -5.9207980142e-06
  61.5000000    1.8827870416e-05    9.8559680281e-08   -4.0925873147e-04    3.4554568801e-07
  61.7500000    2.5133273268e-05    1.4130018666e-07   -3.2632508633e-04    6.1854886285e-06
  62.0000000    2.5793025816e-05    1.4461317140e-07   -2.5444652047e-04    7.7570338834e-06
  62.2500000    1.9585415135e-05    1.0231648919e-07   -2.1417148388e-04    3.5313534767e-06
  62.5000000    7.8090865887e-06    2.0682807111e-08   -2.0878676061e-04   -4.7461758672e-06
  62.7500000   -5.9350392700e-06   -8.0856010388e-08   -2.2848881632e-04   -1.2864152252e-05
  63.0000000   -1.6868381995e-05   -1.7231374206e-07   -2.5902034758e-04   -1.6285535458e-05
  63.2500000   -2.0714546965e-05   -2.2087108055e-07   -2.9002405252e-04   -1.2491546103e-05
  63.5000000   -1.5339946181e-05   -2.0306783924e-07   -3.1925671403e-04   -2.3376059421e-06
  63.7500000   -1.7292456082e-06   -1.1683818489e-07   -3.5139314698e-04    1.0227691753e-05
  64.0000000    1.6126289536e-05    1.3525497362e-08   -3.9294799395e-04    1.9911715588e-05
  64.2500000    3.2464970962e-05    1.4425246276e-07   -4.4649186985e-04    2.2449947067e-05
  64.5000000    4.1715859857e-05    2.2937356951e-07   -5.0726915387e-04    1.6512605844e-05
  64.7500000    4.0469523930e-05    2.4043812989e-07   -5.6383665633e-04    4.3090717966e-06
  65.0000000    2.8701726923e-05    1.7847267616e-07   -6.0233721484e-04   -9.3485640710e-06
  65.2500000    9.7751467930e-06    7.1932414202e-08   -6.1239477551e-04   -1.9088233252e-05
  65.5000000   -1.0757961939e-05   -3.7833972734e-08   -5.9194851271e-04   -2.1225393371e-05
  65.7500000   -2.7044208371e-05   -1.1542481590e-07   -5.4876734153e-04   -1.5244368720e-05
  66.0000000   -3.4762692506e-05   -1.4482539074e-07   -4.9770283055e-04   -3.8984854939e-06
  66.2500000   -3.2269615306e-05   -1.3178834698e-07   -4.5454066119e-04    8.0628861259e-06
  66.5000000   -2.0787910107e-05   -9.6013644470e-08   -4.2896885689e-04    1.5929287218e-05
  66.7500000   -3.7762003798e-06   -5.8872131730e-08   -4.1992365686e-04    1.6914741543e-05
  67.0000000    1.4160109286e-05   -3.3335780973e-08   -4.1580180306e-04    1.1114170651e-05
  67.2500000    2.8453023921e-05   -2.0169176763e-08   -3.9983725054e-04    1.2219932768e-06
  67.5000000    3.5619269841e-05   -1.0592540835e-08   -3.5831703712e-04   -8.7388288001e-06
  67.7500000    3.4048552514e-05    7.1154973059e-09   -2.8771804680e-04   -1.5052944547e-05
  68.0000000    2.4422823535e-05    4.0332214170e-08   -1.9727696572e-04   -1.5634883307e-05
  68.2500000    9.6203829560e-06    8.6790528339e-08   -1.0579611214e-04   -1.0590706972e-05
  68.5000000   -6.0061006391e-06    1.3314431015e-07   -3.4341941107e-05   -1.9362416923e-06
  68.7500000   -1.7907205775e-05    1.5851738896e-07    1.6959693700e-06    7.2903974448e-06
  69.0000000   -2.2826225482e-05    1.4278440743e-07   -2.1725496833e-06    1.4119571133e-05
  69.2500000   -1.9954760695e-05    7.7075529898e-08   -3.8687686246e-05    1.6555959040e-05
  69.5000000   -1.1239708139e-05   -2.8176161000e-08   -9.1907763983e-05    1.4055541400e-05
  69.7500000   -6.3152389242e-07   -1.4265423920e-07   -1.4240458984e-04    7.5201541908e-06
  70.0000000    7.4798521370e-06   -2.2540528679e-07   -1.7263938959e-04   -1.0887148114e-06
  70.2500000    1.0010085252e-05   -2.4135426219e-07   -1.7120781661e-04   -9.3424851825e-06
  70.5000000    6.3654088405e-06   -1.7791153080e-07   -1.3537136548e-04   -1.4978183180e-05
