#       time                 x_1                 y_1                 z_1                 x_2                 y_2                 z_2
   4.5000000    5.4182158509e+01    6.4000000000e+01   -1.7802477746e-22    7.3817841491e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.0000000    5.4203495788e+01    6.4000000000e+01   -1.7802477746e-22    7.3796504212e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   5.5000000    5.4222603733e+01    6.4000000000e+01   -1.7802477746e-22    7.3777396267e+01    6.4000000000e+01   -1.2553758265e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.0000000    5.4239436828e+01    6.4000000000e+01   -1.8050631930e-22    7.3760563172e+01    6.4000000000e+01   -1.2140167959e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   6.5000000    5.4254109070e+01    6.4000000000e+01   -1.8190218658e-22    7.3745890930e+01    6.4000000000e+01   -1.2026430625e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.0000000    5.4267103673e+01    6.4000000000e+01   -1.8244502386e-22    7.3732896327e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   7.5000000    5.4278767616e+01    6.4000000000e+01   -1.8244502386e-22    7.3721232384e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.0000000    5.4289299362e+01    6.4000000000e+01   -1.8244502386e-22    7.3710700638e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   8.5000000    5.4298884238e+01    6.4000000000e+01   -1.8244502386e-22    7.3701115762e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.0000000    5.4307676646e+01    6.4000000000e+01   -1.8244502386e-22    7.3692323354e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
   9.5000000    5.4315790106e+01    6.4000000000e+01   -1.8244502386e-22    7.3684209894e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.0000000    5.4323326262e+01    6.4000000000e+01   -1.8244502386e-22    7.3676673738e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  10.5000000    5.4330387210e+01    6.4000000000e+01   -1.8244502386e-22    7.3669612790e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.0000000    5.4337037084e+01    6.4000000000e+01   -1.8244502386e-22    7.3662962916e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  11.5000000    5.4343289502e+01    6.4000000000e+01   -1.8244502386e-22    7.3656710498e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.0000000    5.4349061620e+01    6.4000000000e+01   -1.8244502386e-22    7.3650938380e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  12.5000000    5.4354523344e+01    6.4000000000e+01   -1.8244502386e-22    7.3645476656e+01    6.4000000000e+01   -1.2048402610e-22
  13.0000000    5.4359828686e+01    6.4000000000e+01   -1.8285861416e-22    7.3640171314e+01    6.4000000000e+01   -1.2048402610e-22
